"IssuerID","State","Plan Type","Global_rate","S1_rate","S1D1_rate","S1D1C1_rate","S1D1C2_rate","S1D1C3_rate","S1D1C4_rate","S1D2_rate","S1D2C5_rate","S1D3_rate","S1D3C6_rate","S1D3C7_rate","S1D3C8_rate","S1D3C9_rate","S2_rate","S2D9_rate","S2D9C15_rate","S2D6_rate","S2D6C12_rate","S3_rate","S3D7_rate","S3D7C13_rate","S3D8_rate","S3D8C14_rate","S1D1C1M1_den","S1D1C1M1_rate","S1D1C2M2_den","S1D1C2M2_rate","S1D1C2M3_den","S1D1C2M3_rate","S1D1C2M4_den","S1D1C2M4_rate","S1D1C2M5_den","S1D1C2M5_rate","S1D1C3M6_den","S1D1C3M6_rate","S1D1C3M7_den","S1D1C3M7_rate","S1D1C3M8_den","S1D1C3M8_rate","S1D1C4M9_den","S1D1C4M9_rate","S1D1C4M10_den","S1D1C4M10_rate","S1D1C4M12_den","S1D1C4M12_rate","S1D1C4M13_den","S1D1C4M13_rate","S1D2C5M14_den","S1D2C5M14_rate","S1D2C5M15_den","S1D2C5M15_rate","S1D3C6M16_den","S1D3C6M16_rate","S1D3C6M17_den","S1D3C6M17_rate","S1D3C6M18_den","S1D3C6M18_rate","S1D3C7M19_den","S1D3C7M19_rate","S1D3C7M20_den","S1D3C7M20_rate","S1D3C8M21_den","S1D3C8M21_rate","S1D3C8M23_den","S1D3C8M23_rate","S1D3C8M24_den","S1D3C8M24_rate","S1D3C8M25_den","S1D3C8M25_rate","S1D3C9M26_den","S1D3C9M26_rate","S1D3C9M27_den","S1D3C9M27_rate","S1D3C9M47_den","S1D3C9M47_rate","S1D3C9M30_den","S1D3C9M30_rate","S1D3C9M31_den","S1D3C9M31_rate","S1D3C9M32_den","S1D3C9M32_rate","S2D9C15M33_den","S2D9C15M33_rate","S2D9C15M34_den","S2D9C15M34_rate","S2D6C12M36_den","S2D6C12M36_rate","S2D6C12M37_den","S2D6C12M37_rate","S2D6C12M38_den","S2D6C12M38_rate","S3D7C13M39_den","S3D7C13M39_rate","S3D7C13M40_den","S3D7C13M40_rate","S3D7C13M41_den","S3D7C13M41_rate","S3D7C13M42_den","S3D7C13M42_rate","S3D8C14M43_den","S3D8C14M43_rate","S3D8C14M44_den","S3D8C14M44_rate","S3D8C14M45_den","S3D8C14M45_rate"
26065,SC,EPO,3,3,3,3,2,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,2,2,3,3,1201,0.6103247,2810,0.5967972,638,0.2319749,84,0.3870371,2642,0.2552991,411,0.5206813,27451,0.7248916,25798,0.6772618,411,0.4671533,411,0.5182482,411,0.9148418,11391,0.6775525,35445,0.8596699,5573,0.7534381,21302,0.6654305,411,0.5742092,411,0.5085158,411,0.7785888,411,0.8272506,411,0.9221411,4056,0.4494576,295,0.4271186,63,0.4920635,.,NR,411,0.7323601,411,0.1581509,411,0.6553123,448,0.7455357,2661,0.7102593,286,0.770700422,237,0.83534143,245,0.781446423,216,0.86763475,154,0.842029106,695,0.8705036,937,0.8420491,2795,0.2175313,2466,0.7011354,252,0.489984111,207,0.707559414,310,0.720718491
26539,TX,HMO,4,3,3,2,3,3,3,5,5,3,2,3,2,2,4,4,4,5,5,3,2,2,3,3,64,0.515625,99,0.6262627,32,0.28125,4,0.5833334,128,0.5039063,411,0.4720195,1460,0.7486301,1025,0.7121951,411,0.3844282,411,0.5036496,411,0.8734793,566,0.7632509,1829,0.8583926,277,0.48141,688,0.6526163,411,0.4914842,411,0.3576642,133,0.7669173,133,0.8421053,411,0.8394161,300,0.4066667,217,0.4285714,23,0.3102767,.,NB,94,0.7446809,41,0.195122,411,0.3633415,39,0.7692308,536,0.6399254,203,0.797815997,183,0.844144139,186,0.824875121,173,0.90162817,112,0.879366656,111,0.7657658,184,0.8369565,136,0.4852941,149,0.590604,182,0.513926507,140,0.705360103,220,0.767614204
27248,TX,HMO,2,2,3,3,1,3,3,4,4,2,2,2,2,1,3,2,2,3,3,3,1,1,3,3,335,0.5552239,1203,0.5565254,188,0.212766,46,0.2947155,790,0.2120254,411,0.4501217,13854,0.7184929,12566,0.6565335,411,0.4355231,411,0.4841849,411,0.9367397,6993,0.6889747,15182,0.8853247,2003,0.7659792,4005,0.6374532,411,0.5060827,411,0.3965937,411,0.620438,411,0.7445255,33528,0.3464865,1729,0.4291498,298,0.4932886,43,0.4861573,.,NB,338,0.1094675,388,0.0953608,5614,0.0701817,217,0.6036866,1810,0.6834254,317,0.722615235,265,0.802980447,268,0.771902464,243,0.865171872,171,0.81966996,419,0.6634845,672,0.8630952,1177,0.2209006,899,0.6585095,299,0.507628956,269,0.685767894,338,0.727321394
27603,CA,EPO,2,2,1,2,1,2,3,4,4,3,2,3,2,2,2,1,1,2,2,3,2,2,2,2,255,0.4470588,877,0.5171038,88,0.2727273,14,0.4038462,782,0.1847826,411,0.4476886,8565,0.6290718,7198,0.5737705,411,0.3649635,411,0.5693431,411,0.8905109,3831,0.5807883,8353,0.8140788,1445,0.7086553,10144,0.5688091,411,0.5328467,411,0.3990268,265,0.7018868,265,0.8641509,260,0.8269231,893,0.4445689,207,0.410628,34,0.5588235,3589,0.2764001,88,0.5,189,0.1640212,403,0.5616212,61,0.6229508,581,0.6316695,198,0.688426146,167,0.787365514,158,0.755389485,160,0.836321767,76,0.794800915,142,0.7042254,222,0.9414414,872,0.2694954,626,0.7763578,190,0.503127441,157,0.693019169,218,0.686883331
27833,IL,HMO,3,3,3,3,2,3,3,5,5,3,1,3,3,CSR-I,2,1,1,3,3,3,3,3,2,2,102,0.5490196,255,0.5784314,45,0.2,.,NR,189,0.2195768,411,0.5255474,3781,0.7773076,3445,0.6995646,411,0.3698297,411,0.5206813,411,0.9124088,1860,0.7456989,4085,0.8548348,345,0.4389897,1760,0.5829545,411,0.3965937,411,0.3309002,89,0.7078652,89,0.7640449,291,0.8556701,284,0.4823944,228,0.4429825,50,0.5716313,24,0.2083333,10,0.1,12,0.1666667,152,0.7346491,5,0.8,51,0.6862745,227,0.649187411,191,0.787034126,183,0.765781621,183,0.854838741,95,0.830118322,11,0.8181818,17,0.7647059,196,0.3469388,217,0.7741935,229,0.471831014,213,0.663096395,246,0.699030828
28137,MD,HMO,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,293,0.6075085,716,0.6997207,193,0.4870466,9,0.4375,772,0.244171,411,0.5596107,10085,0.8230045,9031,0.7785406,411,0.4841849,411,0.6301703,411,0.8905109,3758,0.7825971,11999,0.8578215,1197,0.9218526,4404,0.7002725,411,0.7007299,411,0.5912409,293,0.668942,293,0.9010239,411,0.8077859,1279,0.5238468,205,0.5268293,40,0.5267094,172,0.4069767,83,0.8192771,119,0.1428571,411,0.7510138,86,0.9186047,489,0.8445808,198,0.759943125,172,0.81340045,173,0.780839516,161,0.884755894,111,0.805652654,185,0.9405405,184,0.8967391,741,0.2591093,991,0.728557,177,0.456261179,148,0.670723039,208,0.692496217
28162,OH,PPO,3,3,3,CSR-I,2,4,5,4,4,4,3,CSR-I,2,3,3,3,3,4,4,3,2,2,2,2,19,0.6842105,50,0.58,13,0.3076923,.,NR,37,0.1756757,411,0.729927,770,0.7961039,697,0.7187948,304,0.5953947,304,0.6480263,304,0.9309211,256,0.8164063,889,0.8436445,103,0.5698284,540,0.7277778,1795,0.4796657,411,0.6107056,26,0.7692308,26,1,411,0.9002433,80,0.25,420,0.4666667,95,0.5891341,286,0.3566434,20,0.75,15,0.1333333,357,0.745098,15,0.6,100,0.79,368,0.769487634,318,0.844561141,326,0.773330547,299,0.882716488,205,0.852708157,2,1,17,1,61,0.1967213,42,0.7857143,327,0.480605707,305,0.707169295,419,0.66328394
29125,MA,HMO,4,4,4,2,4,5,5,4,4,5,5,5,5,3,4,4,4,4,4,3,4,4,2,2,31,0.4516129,41,0.7560976,16,0.75,2,0.1666667,42,0.25,389,0.7789203,466,0.8991416,579,0.8618307,120,0.7583333,120,0.775,121,0.9338843,108,0.8055556,562,0.8185053,83,1.0748065,293,0.8668942,279,0.7491039,279,0.781362,34,0.8823529,34,0.9705882,106,0.9811321,160,0.71875,235,0.7234043,18,0.5980392,760,0.2592105,19,0.8947368,36,0.1666667,229,0.915575,17,0.9411765,129,0.9379845,226,0.773497637,203,0.866579571,209,0.802530201,185,0.870108008,163,0.873632945,53,0.9433962,20,0.95,20,0.65,51,0.7843137,192,0.412662866,145,0.675358827,238,0.672773775
29418,TX,EPO,3,3,3,3,2,3,3,4,4,3,3,3,3,2,3,3,3,3,3,4,2,2,4,4,643,0.592535,2673,0.6021324,455,0.3252747,50,0.3611111,1993,0.1773708,411,0.5839416,30485,0.7675578,26758,0.6882801,411,0.4987835,411,0.5085158,411,0.9270073,14965,0.7319078,33669,0.8904333,3504,0.7619634,4342,0.7008291,411,0.486618,411,0.4768856,411,0.6374696,411,0.8248175,172,0.9069767,3755,0.4689747,259,0.5405405,47,0.4805735,.,NB,203,0.6305419,388,0.2087629,398,0.6340034,108,0.5462963,1866,0.664523,256,0.741935902,218,0.819142664,218,0.80566906,208,0.862676204,126,0.819029577,449,0.7416481,662,0.8444109,2012,0.2196819,1882,0.7375133,251,0.564531833,237,0.737031789,275,0.784574857
29698,MI,HMO,3,3,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,187,0.4759358,548,0.6149635,86,0.627907,33,0.5098523,468,0.1634616,411,0.7080292,4759,0.7337676,3468,0.6796424,548,0.5510949,548,0.6770073,548,0.9160584,1242,0.6859903,5506,0.8162005,790,0.5194997,3688,0.7006508,405,0.5950617,403,0.6104218,234,0.8076923,234,0.6880342,172,0.877907,843,0.5136418,344,0.4040698,89,0.5616686,160,0,135,0.8148148,227,0.2731278,296,0.8051802,106,0.8490566,1043,0.8139981,308,0.75044427,264,0.832848793,264,0.744733281,239,0.87362367,136,0.83552593,188,0.856383,222,0.9234234,287,0.3519164,452,0.7721239,265,0.448309384,218,0.698549968,354,0.616650057
30252,FL,HMO,3,3,3,2,3,3,4,4,4,4,4,4,4,3,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,2,2,2,CSR-I,CSR-I,2023,0.5155709,7356,0.5878875,2215,0.2564334,90,0.5106444,8627,0.1894054,411,0.7493917,68116,0.7484292,59568,0.6535892,411,0.4452555,411,0.6520681,411,0.9440389,26050,0.6901727,75605,0.9078103,12790,0.7966718,26094,0.7333103,403,0.6575682,409,0.6112469,360,0.7555556,360,0.9027778,100,0.98,14681,0.6311559,95,0.4736842,15,0.6,44210,0.0481565,305,0.7803279,411,0.2554745,371,0.8122192,569,0.7539543,6089,0.7694203,95,0.756579643,87,0.859827617,84,0.767689266,85,0.865416723,49,0.836539831,638,0.7257053,1577,0.8807863,4884,0.2733415,6697,0.7195759,85,0.437863628,80,0.692619314,101,0.748282791
30751,MT,HMO,3,2,4,CSR-I,CSR-I,4,4,2,2,3,3,CSR-I,2,CSR-I,4,4,4,4,4,3,CSR-I,CSR-I,2,2,14,0.6428571,38,0.7763158,8,0.375,.,NR,27,0.1851852,161,0.7267081,187,0.802139,156,0.8012821,80,0.4625,80,0.675,80,0.875,62,0.8225806,203,0.7832512,39,0.4947556,183,0.6939891,554,0.5072202,394,0.5685279,16,0.3125,16,0.1875,658,0.106383,18,0.3333333,169,0.4970414,37,0.4827327,.,NB,5,1,7,0,50,0.0266667,2,1,19,0.6315789,146,0.759413103,118,0.880751502,126,0.794238259,105,0.871132476,71,0.867427318,3,1,6,1,13,0.5384615,29,0.7931034,136,0.488945963,103,0.701440808,171,0.679106927
30751,MT,PPO,2,2,3,3,3,4,3,3,3,2,3,1,1,1,3,2,2,4,4,3,3,3,2,2,118,0.5762712,174,0.6494253,17,0.6470588,.,NR,116,0.237069,411,0.5961071,1341,0.797912,1025,0.7560976,411,0.5085158,411,0.5377129,411,0.8564477,395,0.756962,1597,0.7557921,232,0.7360321,1588,0.7021411,3846,0.5465419,411,0.5352798,101,0.3564356,101,0.2574257,5409,0.0976151,218,0.3256881,407,0.4594595,47,0.4680851,.,NB,32,0.78125,38,0.1052632,417,0.039968,28,0.75,136,0.5367647,353,0.731528294,294,0.814321393,310,0.768548054,268,0.869199214,163,0.859904539,30,0.9666667,47,0.9148936,122,0.1967213,190,0.8263158,285,0.46354772,247,0.654210119,403,0.640363963
31070,CO,EPO,3,3,5,5,4,5,3,4,4,3,3,3,2,2,2,2,2,2,2,3,3,3,1,1,36,0.9722222,94,0.9574468,21,0.1904762,3,0,120,0.2,411,0.6131387,901,0.9711432,1005,0.9452736,283,0.2438163,283,0.459364,283,0.8657244,281,0.9572954,1205,0.8182573,93,0.4376751,0,0,411,0.5036496,411,0.4817518,80,0.7625,80,0.7375,411,0.7980535,243,0.3703704,272,0.4963235,29,0.5172414,1492,0.0301609,35,0.5714286,50,0.2,411,0.6593674,28,0.3928571,346,0.716763,246,0.733570877,194,0.803384184,214,0.729435057,177,0.839106089,148,0.841883713,34,0.8529412,47,0.9787234,41,0.3902439,61,0.7213115,246,0.386838125,204,0.698247051,274,0.63013343
31195,SD,HMO,4,4,4,CSR-I,4,4,4,4,4,4,3,5,4,2,4,4,4,5,5,4,CSR-I,CSR-I,3,3,19,0.3684211,49,0.7346939,16,0.5625,.,NR,33,0.3181818,225,0.8133333,367,0.8065395,317,0.7413249,164,0.4756098,164,0.6463415,164,0.8841463,132,0.7878788,445,0.858427,67,1.3123516,112,0.75,1325,0.4973585,300,0.6733333,50,0.88,50,1,147,0.9659864,91,0.3076923,223,0.573991,34,0.6033868,458,0.4126638,24,0.7916667,6,0.6666667,280,0.627381,16,0.8125,126,0.6269841,207,0.765871663,170,0.863343277,179,0.79900699,155,0.912353341,97,0.858076371,22,1,9,0.8888889,9,0.4444444,75,0.8133333,191,0.473309701,161,0.715659708,228,0.7154122
31195,SD,PPO,4,3,4,4,3,4,4,4,4,4,3,5,2,2,4,4,4,4,4,3,2,2,3,3,38,0.6578947,90,0.6166667,20,0.45,3,0,87,0.2298851,411,0.6788321,1038,0.8150289,800,0.78625,411,0.4695864,411,0.6909976,411,0.9051095,299,0.7625418,1279,0.8412823,119,0.6702263,356,0.6797753,3032,0.4191953,411,0.6058394,109,0.9082569,109,0.9908257,411,0.9148418,193,0.4559585,249,0.4658635,31,0.4086021,1345,0.4810409,45,0.8666667,27,0.5185185,411,0.5312246,42,0.5952381,325,0.5107692,218,0.815962289,176,0.843792993,191,0.776210475,164,0.87995712,104,0.858526951,59,0.8813559,32,0.75,32,0.1875,179,0.8212291,187,0.476500386,144,0.715366963,250,0.724598115
31609,PA,EPO,4,3,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,CSR-I,CSR-I,5,4,4,CSR-I,CSR-I,49,0.6122449,60,0.7416667,18,0.2222222,.,NR,80,0.3125,411,0.6350365,597,0.758794,577,0.7001733,247,0.4574899,247,0.5303644,247,0.8906883,168,0.6369048,701,0.788873,174,0.4583009,533,0.673546,411,0.5377129,411,0.4622871,44,0.75,44,0.7954545,288,0.8020833,138,0.5507246,136,0.4779412,33,0.5656566,613,0.2756933,17,0.3529412,34,0.2352941,376,0.7287234,15,0.8,100,0.88,118,0.745731392,92,0.870998748,95,0.766857066,80,0.885553615,57,0.892287165,14,0.7857143,10,0.9,32,0.5,57,0.7894737,95,0.335291649,75,0.57372483,139,0.578642013
31609,PA,PPO,3,3,3,3,3,4,3,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,1,1,153,0.6143791,238,0.6071429,54,0.2592593,7,0.4318182,245,0.2918367,411,0.6690998,1770,0.7971751,1897,0.7227201,411,0.5596107,411,0.6155718,411,0.8734793,604,0.7168874,2128,0.8280075,588,0.7575378,2058,0.7084548,371,0.6819407,403,0.6129032,97,0.7010309,97,0.8350515,260,0.8653846,394,0.5812183,159,0.5031447,22,0.6666667,1389,0.3542117,56,0.8392857,58,0.1724138,348,0.7356322,32,0.90625,230,0.8652174,148,0.790104591,127,0.783145809,133,0.789136093,117,0.880798014,91,0.892022052,72,0.875,80,0.9375,112,0.3660714,205,0.7756098,131,0.381388314,105,0.632211489,159,0.690111924
32225,MT,PPO,2,1,2,2,3,3,2,2,2,2,1,2,2,2,3,4,4,3,3,3,3,3,2,2,63,0.4603175,170,0.6147059,12,0.1666667,.,NR,190,0.2263158,411,0.3868613,1853,0.7690232,1385,0.7299639,411,0.323601,411,0.3479319,411,0.8710462,539,0.7012987,1998,0.7187187,182,0.7310743,1146,0.5636998,411,0.379562,411,0.377129,112,0.6875,112,0.6517857,411,0.5790754,257,0.3696498,248,0.4274194,56,0.5357143,0,0,34,0.7647059,51,0.1568627,411,0.3381995,21,0.3333333,285,0.6,210,0.787964145,161,0.872631384,175,0.756110379,149,0.86880987,92,0.876243419,18,0.7777778,36,0.9166667,98,0.3265306,177,0.779661,187,0.47162617,138,0.728650565,251,0.633122081
33602,TX,HMO,3,2,3,3,2,3,3,4,4,3,3,3,2,2,3,3,3,4,4,3,1,1,3,3,1371,0.591539,3928,0.5888493,944,0.2383475,141,0.3569477,3212,0.2039228,411,0.4647202,38030,0.7412569,31782,0.6965263,411,0.3138686,411,0.5450122,411,0.9221411,15278,0.703757,43876,0.873302,7588,0.7839744,19129,0.5825187,411,0.5328467,411,0.4817518,360,0.65,360,0.8361111,270,0.8333333,4757,0.4031953,275,0.4436364,60,0.5096431,.,NB,342,0.7192982,411,0.1654501,411,0.5320357,669,0.6606876,4799,0.6615962,265,0.754448421,239,0.828435787,237,0.767722232,228,0.870015336,147,0.86025454,1412,0.7747875,1747,0.7721809,3586,0.2150028,2593,0.6841496,245,0.581851504,207,0.703560395,288,0.684053406
33653,ME,PPO,3,3,4,4,3,4,3,4,4,4,4,3,3,3,2,2,2,2,2,3,4,4,1,1,124,0.6451613,331,0.6435045,47,0.4468085,8,0.4423077,290,0.2137931,411,0.5815085,2248,0.8523132,2048,0.8183594,411,0.5839416,411,0.4452555,411,0.892944,617,0.8265802,2729,0.8252107,388,0.6384527,2711,0.7451125,411,0.622871,388,0.5902062,85,0.7529412,85,0.8,270,0.8259259,399,0.4110276,228,0.3947368,47,0.6295097,15,0,62,0.7096774,75,0.2666667,366,0.7777778,33,0.6363636,402,0.7288557,202,0.747970024,166,0.802457882,166,0.718350761,152,0.833467526,98,0.86488541,74,0.8648649,108,0.962963,156,0.3782051,220,0.8409091,184,0.438218612,154,0.680220052,227,0.578785768
33709,PA,EPO,NG,4,5,CSR-I,CSR-I,4,5,4,4,4,4,CSR-I,2,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,6,0.6666667,33,0.7424243,2,0.5,.,NR,5,0.1,122,0.704918,124,0.8790323,88,0.7954545,46,0.7173913,46,0.6956522,46,0.9565217,33,0.8484848,154,0.8311688,29,1.8346941,110,0.6909091,226,0.6769912,238,0.6386555,5,0.6,5,0.8,120,0.9166667,8,0.75,55,0.3636364,8,0.3333333,30,0.5666667,0,0,0,0,20,0.8166667,0,0,3,1,53,0.78454872,44,0.892981839,45,0.768776331,37,0.950589548,33,0.851825539,7,0.7142857,11,0.9090909,9,0.2222222,12,0.8333333,42,0.375047874,35,0.610136516,55,0.574590192
33871,PA,HMO,3,3,3,3,2,3,3,4,4,4,3,3,4,3,3,2,2,4,4,4,3,3,3,3,791,0.5448799,1297,0.5632229,286,0.1888112,18,0.5333334,1415,0.2703181,411,0.6545012,13559,0.7186371,13737,0.6581495,411,0.5012165,411,0.6131387,411,0.9051095,5530,0.6672694,15552,0.8380916,2533,0.6111867,12109,0.7086465,380,0.6131579,405,0.5925926,321,0.7352025,321,0.8255452,229,0.9213974,2243,0.5867142,144,0.5486111,28,0.3928571,7012,0.3394181,245,0.7755102,278,0.205036,360,0.7416667,187,0.855615,1154,0.8431542,136,0.731155221,119,0.788011749,111,0.81305136,112,0.874314961,75,0.868871536,284,0.9225352,342,0.9152047,640,0.3578125,1241,0.8001612,112,0.434405785,92,0.658560466,148,0.75836031
34484,MA,HMO,5,4,4,3,3,4,5,4,4,4,4,CSR-I,4,CSR-I,4,4,4,4,4,5,4,4,3,3,56,0.5714286,106,0.6745283,18,0.6111111,1,0,113,0.2168142,411,0.540146,588,0.8129252,535,0.7738318,233,0.6824034,233,0.6137339,233,0.9399142,185,0.7405405,629,0.8696343,106,0.9596008,567,0.7301587,1844,0.5883948,409,0.6454768,26,0.4230769,26,0.6923077,388,0.7912371,71,0.6760563,287,0.5191638,61,0.6766849,0,0,7,0.2857143,15,0,145,0.7655172,8,0.875,48,0.9166667,275,0.782937924,242,0.8561133,246,0.806794231,223,0.890775088,169,0.859098365,12,1,16,1,44,0.5909091,60,0.8,223,0.503839328,187,0.725638267,291,0.751987602
36046,MA,HMO,4,4,5,4,4,4,5,4,4,5,5,4,4,4,3,3,3,4,4,3,CSR-I,CSR-I,2,2,33,0.7272727,34,0.7647059,7,0.7142857,.,NR,36,0.3194444,238,0.6680672,263,0.8288973,280,0.8,87,0.7356322,87,0.7241379,87,0.8850575,61,0.8032787,285,0.845614,55,0.4470373,289,0.8235294,229,0.8078603,335,0.7492537,30,0.8666667,30,0.9,279,0.8028674,98,0.6734694,154,0.6428571,24,0.5265701,.,NB,24,0.9583333,33,0.2424242,279,0.8829152,21,1,93,0.9354839,151,0.782144435,136,0.832220309,135,0.787033107,117,0.875741198,97,0.838270125,26,0.9230769,27,0.962963,10,0.6,49,0.8571429,130,0.413516621,105,0.717111849,164,0.714582213
36096,IL,HMO,3,3,4,4,3,4,4,4,4,4,3,4,3,3,2,2,2,2,2,3,3,3,1,1,467,0.6638116,1069,0.6258186,251,0.3505976,27,0.5699088,910,0.2796703,411,0.6131387,11807,0.7952909,10967,0.7529862,411,0.5060827,411,0.5644769,411,0.9270073,4647,0.7768453,13655,0.8306847,2209,0.7412525,9164,0.6516805,388,0.6159794,409,0.5427873,288,0.7743056,288,0.8923611,260,0.8807692,1598,0.4493116,254,0.4448819,33,0.5353535,.,NB,283,0.7773852,299,0.2307692,342,0.8079922,226,0.7522124,1105,0.7972851,246,0.687300221,203,0.824029863,205,0.742690467,191,0.844946214,124,0.811253761,297,0.9090909,350,0.9228571,899,0.2669633,817,0.7184823,224,0.446024644,188,0.617589015,260,0.657165498
36096,IL,PPO,3,2,3,3,3,3,3,4,4,3,3,2,2,2,4,4,4,4,4,3,2,2,2,2,722,0.6024931,1483,0.6628456,418,0.3971292,42,0.4566667,1268,0.2795741,411,0.4233577,15102,0.8114819,13420,0.7675112,411,0.4184915,411,0.4136253,411,0.8759124,5189,0.767778,18310,0.8254506,3063,0.6980214,10779,0.6606364,405,0.5333333,411,0.5377129,395,0.6177215,395,0.7113924,360,0.6055556,2007,0.4175386,300,0.4266667,54,0.4944095,.,NB,328,0.6128049,369,0.195122,395,0.4886076,250,0.792,1588,0.7418136,284,0.775709915,239,0.874262061,250,0.775105896,214,0.886411846,158,0.867953909,457,0.8271335,522,0.8697318,1121,0.2533452,1481,0.7454423,261,0.511292084,192,0.659231413,308,0.668446904
36194,FL,HMO,4,4,4,5,3,4,3,4,4,4,4,4,3,2,3,3,3,3,3,3,2,2,4,4,62,0.7580645,201,0.636816,60,0.4,6,0.5208334,226,0.1880531,411,0.7688564,1735,0.7798271,1508,0.7221485,411,0.4257908,411,0.5985401,411,0.9099757,623,0.7191011,1917,0.8998435,374,0.7280748,1112,0.7320144,411,0.6180049,411,0.6058394,104,0.7980769,104,0.9230769,411,0.9391727,313,0.4664537,129,0.4728682,19,0.5789474,1085,0.0184332,37,0.8108108,47,0.1702128,411,0.7761557,33,0.7272727,209,0.8086124,127,0.759173919,117,0.851436408,110,0.770226354,104,0.871938241,92,0.886441437,41,0.7560976,56,0.8035714,133,0.1954887,119,0.7647059,107,0.538190249,101,0.758165931,132,0.688830873
36239,KY,HMO,3,3,3,4,2,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,1,1,3,3,137,0.6642336,475,0.5926316,40,0.4,19,0.3666667,238,0.1806723,411,0.6350365,5135,0.683739,3989,0.6700928,411,0.4574209,411,0.622871,411,0.9270073,1838,0.6702938,5347,0.8685244,697,0.7482887,3448,0.6728538,9379,0.5020791,384,0.5078125,150,0.74,150,0.8266667,134,0.9626866,418,0.3564593,296,0.4594595,104,0.5729696,2135,0.3166276,86,0.872093,93,0.2150538,398,0.69933,79,0.7848101,452,0.7544248,278,0.788174426,239,0.85977359,235,0.774966646,224,0.899554688,125,0.851057941,210,0.8,171,0.8070175,432,0.1875,350,0.6314286,270,0.521014267,205,0.72301391,303,0.682203636
36346,NY,POS,NG,4,4,CSR-I,CSR-I,4,4,4,4,5,5,CSR-I,4,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,CSR-I,2,0,14,0.5714286,2,0,.,NR,15,0.2666667,124,0.7016129,145,0.8068966,160,0.825,50,0.62,50,0.7,50,0.9,38,0.7631579,148,0.8513514,26,0.7081401,73,0.8630137,343,0.7405248,210,0.7047619,4,1,4,1,172,0.9302326,19,0.5263158,99,0.5757576,20,0.8166667,.,NB,0,0,1,0,34,0.8431372,0,0,8,0.75,95,0.75666018,83,0.780726783,82,0.803156198,76,0.868441972,60,0.827995049,4,1,4,1,6,0.3333333,5,0.6,73,0.447038597,60,0.710907788,97,0.759634255
37160,ND,PPO,2,2,4,3,3,4,4,4,4,3,3,2,2,2,3,3,3,3,3,2,2,2,1,1,110,0.5909091,197,0.6725888,28,0.3928571,11,0.2,131,0.2480916,411,0.5815085,1650,0.8460606,1436,0.8279944,411,0.5085158,411,0.4379562,411,0.9245742,510,0.8156863,2359,0.860958,269,0.8450163,1251,0.7242206,4418,0.4913988,3212,0.4937733,166,0.4518072,166,0.6927711,411,0.7420925,336,0.2767857,266,0.4323308,84,0.5586806,3242,0.519124,150,0.3066667,148,0.4054054,2054,0.0530672,113,0.6902655,799,0.514393,233,0.75518483,197,0.849997284,201,0.772064012,188,0.851348293,98,0.81082966,126,0.6031746,133,0.6842105,119,0.2352941,335,0.9044776,213,0.435155257,165,0.643445528,270,0.659862943
37833,WI,HMO,4,3,4,2,4,4,4,3,3,4,4,5,3,3,4,4,4,4,4,4,4,4,2,2,135,0.5259259,208,0.6899039,54,0.5740741,5,0.6666667,271,0.2546126,411,0.7493917,2112,0.8285985,1910,0.8188482,411,0.4890511,411,0.6374696,411,0.9294404,651,0.7895545,2598,0.8498845,383,0.8914781,1360,0.7477941,411,0.622871,411,0.6739659,37,0.8918919,37,0.9459459,411,0.9221411,293,0.4163823,286,0.520979,61,0.5873854,201,0.60199,19,0.7894737,30,0.5,592,0.134009,21,0.7619048,146,0.7465753,253,0.761451555,205,0.872974205,212,0.778865553,188,0.884903055,118,0.877414215,25,0.76,21,0.9047619,64,0.46875,192,0.7864583,218,0.428995746,164,0.718962388,284,0.688042626
37903,AR,PPO,2,1,1,1,1,1,1,4,4,1,1,1,2,CSR-I,5,5,5,CSR-I,CSR-I,2,2,2,CSR-I,CSR-I,38,0.2631579,461,0.4143167,295,0.220339,.,NR,620,0.2645162,411,0.4744526,1725,0.5513043,1002,0.5139721,587,0.3390119,587,0.0511073,587,0.8364566,520,0.5019231,1233,0.8832117,740,0.8490684,552,0.4293478,4383,0.3531828,1393,0.2613065,285,0.2491228,285,0.3298246,3692,0.2995666,620,0.5467742,112,0.4017857,82,0.5194106,.,NB,0,0,1,0,26,0,0,0,9,0.6666667,114,0.83884185,97,0.860603937,93,0.868993581,88,0.897542961,54,0.853226584,1,1,1,1,282,0.2411348,468,0.6965812,92,0.592343451,72,0.729895388,120,0.839317769
